VEHICLE_NAME;DEV_1;DEV_2;DEV_3;SETUP_USAGE_PERCENT
china:Ch10_IS2;healthReserve;enhancedAimDrives;rammer;10.75
china:Ch11_110;healthReserve;aimingStabilizer;rammer;15.99
china:Ch11_110;healthReserve;rammer;ventilation;13.55
china:Ch11_110;ventilation;aimingStabilizer;rammer;10.21
china:Ch12_111_1_2_3;healthReserve;aimingStabilizer;rammer;21.63
china:Ch12_111_1_2_3;ventilation;aimingStabilizer;rammer;12.62
china:Ch12_111_1_2_3;healthReserve;rammer;ventilation;10.85
china:Ch14_T34_3;ventilation;aimingStabilizer;rammer;19.6
china:Ch14_T34_3;ventilation;enhancedAimDrives;rammer;7.98
china:Ch14_T34_3;ventilation;improvedSights;rammer;7.91
china:Ch15_59_16;coatedOptics;additInvisibilityDevice;ventilation;20.76
china:Ch15_59_16;coatedOptics;rammer;ventilation;7.86
china:Ch15_59_16;stereoscope;ventilation;camouflageNet;7.27
china:Ch16_WZ_131;coatedOptics;additInvisibilityDevice;ventilation;30.97
china:Ch16_WZ_131;coatedOptics;rammer;ventilation;8.05
china:Ch16_WZ_131;ventilation;camouflageNet;stereoscope;5.52
china:Ch17_WZ131_1_WZ132;commandersView;additInvisibilityDevice;coatedOptics;20.12
china:Ch17_WZ131_1_WZ132;coatedOptics;rammer;ventilation;7.9
china:Ch17_WZ131_1_WZ132;commandersView;ventilation;coatedOptics;6.81
china:Ch18_WZ-120;ventilation;aimingStabilizer;rammer;23.08
china:Ch18_WZ-120;ventilation;enhancedAimDrives;rammer;9.18
china:Ch18_WZ-120;ventilation;improvedSights;rammer;7.47
china:Ch19_121;ventilation;aimingStabilizer;rammer;32.45
china:Ch19_121;ventilation;enhancedAimDrives;rammer;9.98
china:Ch19_121;ventilation;rammer;coatedOptics;5.26
china:Ch20_Type58;ventilation;rammer;coatedOptics;15.86
china:Ch20_Type58;ventilation;enhancedAimDrives;rammer;9.4
china:Ch20_Type58;ventilation;healthReserve;rammer;5.46
china:Ch21_T34;ventilation;rammer;coatedOptics;13.6
china:Ch21_T34;ventilation;enhancedAimDrives;rammer;8.62
china:Ch21_T34;ventilation;healthReserve;rammer;4.62
china:Ch22_113;ventilation;aimingStabilizer;rammer;22.98
china:Ch22_113;healthReserve;aimingStabilizer;rammer;21.09
china:Ch22_113;ventilation;enhancedAimDrives;rammer;9.49
china:Ch22_113_Beijing_Opera;healthReserve;rammer;ventilation;13.63
china:Ch22_113_Beijing_Opera;healthReserve;aimingStabilizer;rammer;11.44
china:Ch22_113_Beijing_Opera;ventilation;aimingStabilizer;rammer;9.06
china:Ch23_112;ventilation;aimingStabilizer;rammer;19.05
china:Ch23_112;ventilation;enhancedAimDrives;rammer;14.75
china:Ch23_112;healthReserve;aimingStabilizer;rammer;10.56
china:Ch24_Type64;coatedOptics;additInvisibilityDevice;rammer;14.97
china:Ch24_Type64;coatedOptics;aimingStabilizer;rammer;10.77
china:Ch24_Type64;coatedOptics;turbocharger;additInvisibilityDevice;7.54
china:Ch25_121_mod_1971B;ventilation;aimingStabilizer;rammer;30.1
china:Ch25_121_mod_1971B;turbocharger;rammer;ventilation;7.03
china:Ch25_121_mod_1971B;ventilation;improvedSights;rammer;6.9
china:Ch25_121_mod_1971B_MK;ventilation;aimingStabilizer;rammer;37.29
china:Ch25_121_mod_1971B_MK;turbocharger;aimingStabilizer;rammer;9.22
china:Ch25_121_mod_1971B_MK;turbocharger;rammer;ventilation;8.83
china:Ch26_59_Patton;ventilation;aimingStabilizer;rammer;20.2
china:Ch26_59_Patton;ventilation;rammer;coatedOptics;15.42
china:Ch26_59_Patton;turbocharger;rammer;ventilation;6.24
china:Ch28_WZ_132A;commandersView;additInvisibilityDevice;coatedOptics;26.23
china:Ch28_WZ_132A;coatedOptics;rammer;ventilation;8.97
china:Ch28_WZ_132A;commandersView;ventilation;coatedOptics;8.09
china:Ch29_Type_62C_prot;commandersView;additInvisibilityDevice;coatedOptics;33.85
china:Ch29_Type_62C_prot;coatedOptics;rammer;ventilation;8.2
china:Ch29_Type_62C_prot;commandersView;ventilation;coatedOptics;6.35
china:Ch30_T-26G_FT;stereoscope;;;32.65
china:Ch30_T-26G_FT;ventilation;;;20.83
china:Ch30_T-26G_FT;camouflageNet;;;18.55
china:Ch31_M3G_FT;stereoscope;camouflageNet;;43.54
china:Ch31_M3G_FT;enhancedAimDrives;stereoscope;;13.35
china:Ch31_M3G_FT;enhancedAimDrives;camouflageNet;;13.03
china:Ch32_SU-76G_FT;ventilation;camouflageNet;stereoscope;27.62
china:Ch32_SU-76G_FT;enhancedAimDrives;camouflageNet;stereoscope;12.93
china:Ch32_SU-76G_FT;ventilation;enhancedAimDrives;stereoscope;10.94
china:Ch33_60G_FT;rammer;camouflageNet;stereoscope;13.9
china:Ch33_60G_FT;rammer;ventilation;camouflageNet;8.69
china:Ch33_60G_FT;ventilation;rammer;coatedOptics;8.56
china:Ch34_WZ131G_FT;rammer;camouflageNet;stereoscope;15.04
china:Ch34_WZ131G_FT;ventilation;rammer;stereoscope;10.84
china:Ch34_WZ131G_FT;ventilation;rammer;coatedOptics;10
china:Ch35_T-34-2G_FT;rammer;camouflageNet;stereoscope;14.54
china:Ch35_T-34-2G_FT;ventilation;rammer;coatedOptics;10.95
china:Ch35_T-34-2G_FT;rammer;ventilation;stereoscope;7.84
china:Ch36_WZ111_1G_FT;rammer;camouflageNet;stereoscope;10.62
china:Ch36_WZ111_1G_FT;rammer;enhancedAimDrives;ventilation;7.29
china:Ch36_WZ111_1G_FT;rammer;improvedSights;ventilation;7.18
china:Ch37_WZ111G_FT;rammer;improvedSights;ventilation;8.76
china:Ch37_WZ111G_FT;rammer;enhancedAimDrives;ventilation;7.4
china:Ch37_WZ111G_FT;rammer;turbocharger;ventilation;6.35
china:Ch38_WZ113G_FT;rammer;improvedSights;ventilation;14.84
china:Ch38_WZ113G_FT;rammer;enhancedAimDrives;ventilation;10.65
china:Ch38_WZ113G_FT;rammer;turbocharger;ventilation;10.19
china:Ch39_WZ120_1G_FT;rammer;enhancedAimDrives;ventilation;20.04
china:Ch39_WZ120_1G_FT;rammer;improvedSights;ventilation;9.95
china:Ch39_WZ120_1G_FT;rammer;ventilation;coatedOptics;9.9
china:Ch40_WZ120G_FT;ventilation;improvedSights;rammer;28.23
china:Ch40_WZ120G_FT;rammer;enhancedAimDrives;ventilation;13.51
china:Ch40_WZ120G_FT;enhancedAimDrives;improvedSights;rammer;6.48
china:Ch41_WZ_111_5A;ventilation;aimingStabilizer;rammer;24.86
china:Ch41_WZ_111_5A;healthReserve;aimingStabilizer;rammer;23.98
china:Ch41_WZ_111_5A;healthReserve;rammer;ventilation;8.83
china:Ch41_WZ_111_QL;ventilation;aimingStabilizer;rammer;25.33
china:Ch41_WZ_111_QL;healthReserve;aimingStabilizer;rammer;22.25
china:Ch41_WZ_111_QL;healthReserve;rammer;ventilation;11.08
china:Ch42_WalkerBulldog_M41D;commandersView;additInvisibilityDevice;coatedOptics;25.49
china:Ch42_WalkerBulldog_M41D;coatedOptics;rammer;ventilation;7.16
china:Ch42_WalkerBulldog_M41D;commandersView;ventilation;coatedOptics;7.11
china:Ch43_WZ_122_2;ventilation;aimingStabilizer;rammer;20
china:Ch43_WZ_122_2;turbocharger;rammer;ventilation;15.73
china:Ch43_WZ_122_2;ventilation;rammer;coatedOptics;10.06
china:Ch44_114_SP2;rammer;turbocharger;ventilation;30.55
china:Ch44_114_SP2;rammer;improvedSights;ventilation;19.73
china:Ch44_114_SP2;improvedSights;turbocharger;rammer;8.14
china:Ch45_WZ_114;ventilation;aimingStabilizer;rammer;16.27
china:Ch45_WZ_114;ventilation;enhancedAimDrives;rammer;15.55
china:Ch45_WZ_114;healthReserve;aimingStabilizer;rammer;9.52
china:Ch47_BZ_176;turbocharger;aimingStabilizer;rammer;24.16
china:Ch47_BZ_176;ventilation;aimingStabilizer;rammer;15.31
china:Ch47_BZ_176;ventilation;enhancedAimDrives;rammer;8.23
china:Ch48_BZ_75;healthReserve;turbocharger;rammer;13.81
china:Ch48_BZ_75;turbocharger;aimingStabilizer;rammer;13.7
china:Ch48_BZ_75;ventilation;aimingStabilizer;rammer;11.65
china:Ch49_BZ_68;ventilation;aimingStabilizer;rammer;14.19
china:Ch49_BZ_68;healthReserve;aimingStabilizer;rammer;11.08
china:Ch49_BZ_68;healthReserve;rammer;ventilation;9.46
china:Ch50_BZ_166;ventilation;aimingStabilizer;rammer;12.99
china:Ch50_BZ_166;healthReserve;rammer;ventilation;10.35
china:Ch50_BZ_166;ventilation;enhancedAimDrives;rammer;9.79
china:Ch51_BZ_58;healthReserve;rammer;ventilation;13.24
china:Ch51_BZ_58;ventilation;enhancedAimDrives;rammer;12.36
china:Ch51_BZ_58;healthReserve;turbocharger;rammer;8.88
china:Ch52_WZ_122_6_F3;ventilation;improvedSights;aimingStabilizer;17.13
china:Ch52_WZ_122_6_F3;ventilation;turbocharger;aimingStabilizer;16.4
china:Ch52_WZ_122_6_F3;healthReserve;turbocharger;aimingStabilizer;15.78
china:Ch54_BZ_72_1;turbocharger;aimingStabilizer;rammer;24.07
china:Ch54_BZ_72_1;healthReserve;turbocharger;rammer;14.33
china:Ch54_BZ_72_1;healthReserve;aimingStabilizer;rammer;12.42
china:Ch58_111_Vz51;ventilation;aimingStabilizer;rammer;33.99
china:Ch58_111_Vz51;healthReserve;turbocharger;rammer;33
china:Ch58_111_Vz51;healthReserve;aimingStabilizer;rammer;16.5
china:Ch59_BZ58_2;healthReserve;aimingStabilizer;rammer;13.31
china:Ch59_BZ58_2;ventilation;aimingStabilizer;rammer;13.28
china:Ch59_BZ58_2;healthReserve;rammer;ventilation;13.02
china:Ch60_Vickers_TypeB;ventilation;;;48.12
china:Ch60_Vickers_TypeB;turbocharger;;;17.29
china:Ch60_Vickers_TypeB;healthReserve;;;12.63
china:Ch61_DZT_159;turbocharger;aimingStabilizer;rammer;39.24
china:Ch61_DZT_159;ventilation;aimingStabilizer;rammer;15.65
china:Ch61_DZT_159;improvedSights;aimingStabilizer;rammer;6.7
czech:Cz01_Skoda_T40;ventilation;rammer;coatedOptics;23.46
czech:Cz01_Skoda_T40;ventilation;enhancedAimDrives;rammer;12.52
czech:Cz01_Skoda_T40;ventilation;improvedSights;rammer;7.34
czech:Cz02_TVP_T50;ventilation;aimingStabilizer;coatedOptics;15.76
czech:Cz02_TVP_T50;ventilation;improvedSights;aimingStabilizer;12.59
czech:Cz02_TVP_T50;turbocharger;aimingStabilizer;ventilation;6.01
czech:Cz03_LT_vz35;ventilation;;;34.19
czech:Cz03_LT_vz35;healthReserve;;;19.57
czech:Cz03_LT_vz35;stereoscope;;;16.94
czech:Cz04_T50_51;ventilation;improvedSights;aimingStabilizer;16.34
czech:Cz04_T50_51;ventilation;aimingStabilizer;coatedOptics;13.86
czech:Cz04_T50_51;ventilation;aimingStabilizer;enhancedAimDrives;8.59
czech:Cz05_T34_100;ventilation;rammer;coatedOptics;17.24
czech:Cz05_T34_100;ventilation;enhancedAimDrives;rammer;12.42
czech:Cz05_T34_100;ventilation;improvedSights;rammer;7.09
czech:Cz06_Kolohousenka;;;;100
czech:Cz07_TVP_46;ventilation;aimingStabilizer;rammer;17.03
czech:Cz07_TVP_46;ventilation;rammer;coatedOptics;9.78
czech:Cz07_TVP_46;ventilation;enhancedAimDrives;rammer;7.5
czech:Cz08_T_25;ventilation;improvedSights;coatedOptics;12.49
czech:Cz08_T_25;ventilation;enhancedAimDrives;coatedOptics;9.59
czech:Cz08_T_25;ventilation;rotationMechanism;coatedOptics;9.07
czech:Cz09_T_24;ventilation;rammer;coatedOptics;18.95
czech:Cz09_T_24;ventilation;enhancedAimDrives;rammer;8.28
czech:Cz09_T_24;ventilation;healthReserve;rammer;4.94
czech:Cz10_LT_vz38;ventilation;enhancedAimDrives;;13.25
czech:Cz10_LT_vz38;ventilation;coatedOptics;;10.05
czech:Cz10_LT_vz38;ventilation;healthReserve;;8.73
czech:Cz11_V_8_H;ventilation;enhancedAimDrives;coatedOptics;12.17
czech:Cz11_V_8_H;ventilation;turbocharger;coatedOptics;8.75
czech:Cz11_V_8_H;ventilation;healthReserve;enhancedAimDrives;8.46
czech:Cz13_T_27;ventilation;aimingStabilizer;coatedOptics;19.76
czech:Cz13_T_27;ventilation;improvedSights;aimingStabilizer;10.36
czech:Cz13_T_27;turbocharger;aimingStabilizer;ventilation;6.6
czech:Cz14_Skoda_T-56;ventilation;improvedSights;aimingStabilizer;16.69
czech:Cz14_Skoda_T-56;healthReserve;turbocharger;aimingStabilizer;15.59
czech:Cz14_Skoda_T-56;ventilation;turbocharger;aimingStabilizer;15.31
czech:Cz14_Skoda_T-56_WT24_3Dst;healthReserve;turbocharger;aimingStabilizer;20.7
czech:Cz14_Skoda_T-56_WT24_3Dst;ventilation;improvedSights;aimingStabilizer;15.67
czech:Cz14_Skoda_T-56_WT24_3Dst;ventilation;turbocharger;aimingStabilizer;11.93
czech:Cz15_Skoda_T-45_Prem;healthReserve;rammer;ventilation;17.3
czech:Cz15_Skoda_T-45_Prem;ventilation;enhancedAimDrives;rammer;12.26
czech:Cz15_Skoda_T-45_Prem;ventilation;turbocharger;rammer;7.56
czech:Cz16_TNH_T_vz51;ventilation;improvedSights;aimingStabilizer;15.66
czech:Cz16_TNH_T_vz51;healthReserve;aimingStabilizer;ventilation;14.39
czech:Cz16_TNH_T_vz51;healthReserve;turbocharger;aimingStabilizer;9.08
czech:Cz17_Vz_55;healthReserve;aimingStabilizer;ventilation;17.63
czech:Cz17_Vz_55;healthReserve;turbocharger;aimingStabilizer;14.46
czech:Cz17_Vz_55;ventilation;turbocharger;aimingStabilizer;11.07
czech:Cz18_TNH_105_1000;ventilation;improvedSights;aimingStabilizer;14.17
czech:Cz18_TNH_105_1000;healthReserve;aimingStabilizer;ventilation;11.33
czech:Cz18_TNH_105_1000;healthReserve;turbocharger;aimingStabilizer;7.55
czech:Cz19_Vz_44_1;healthReserve;rammer;ventilation;13.78
czech:Cz19_Vz_44_1;ventilation;enhancedAimDrives;rammer;12.74
czech:Cz19_Vz_44_1;healthReserve;turbocharger;rammer;10.22
czech:Cz20_ShPTK_TVP_100_mm;rammer;improvedSights;coatedOptics;18.99
czech:Cz20_ShPTK_TVP_100_mm;rammer;additInvisibilityDevice;coatedOptics;12.9
czech:Cz20_ShPTK_TVP_100_mm;rammer;camouflageNet;stereoscope;11.45
czech:Cz23_Skoda_T_17;coatedOptics;additInvisibilityDevice;ventilation;21.76
czech:Cz23_Skoda_T_17;coatedOptics;aimingStabilizer;ventilation;14.88
czech:Cz23_Skoda_T_17;coatedOptics;turbocharger;ventilation;7.74
czech:Cz24_Vz_64_Blesk;commandersView;additInvisibilityDevice;coatedOptics;20.12
czech:Cz24_Vz_64_Blesk;commandersView;ventilation;coatedOptics;14.25
czech:Cz24_Vz_64_Blesk;coatedOptics;additInvisibilityDevice;ventilation;6.97
czech:Cz28_LPT_67_Selma;commandersView;additInvisibilityDevice;coatedOptics;27
czech:Cz28_LPT_67_Selma;commandersView;ventilation;coatedOptics;10.93
czech:Cz28_LPT_67_Selma;coatedOptics;additInvisibilityDevice;ventilation;7.1
czech:Cz29_Pzw_39;ventilation;coatedOptics;;13.09
czech:Cz29_Pzw_39;ventilation;healthReserve;;11.24
czech:Cz29_Pzw_39;ventilation;enhancedAimDrives;;10.88
czech:Cz32_Vz_58_Koncept;healthReserve;turbocharger;aimingStabilizer;18.12
czech:Cz32_Vz_58_Koncept;aimingStabilizer;turbocharger;ventilation;17.48
czech:Cz32_Vz_58_Koncept;turbocharger;improvedSights;aimingStabilizer;12.34
czech:Cz33_Vz_68_Squall;commandersView;additInvisibilityDevice;coatedOptics;33.59
czech:Cz33_Vz_68_Squall;commandersView;ventilation;coatedOptics;8.43
czech:Cz33_Vz_68_Squall;coatedOptics;aimingStabilizer;ventilation;7.34
czech:Cz34_Vz_71_Tesak;commandersView;additInvisibilityDevice;coatedOptics;38.64
czech:Cz34_Vz_71_Tesak;commandersView;ventilation;coatedOptics;9.27
czech:Cz34_Vz_71_Tesak;coatedOptics;additInvisibilityDevice;ventilation;7.29
czech:Cz35_T56_G;healthReserve;rammer;ventilation;12.95
czech:Cz35_T56_G;healthReserve;turbocharger;rammer;12.64
czech:Cz35_T56_G;ventilation;aimingStabilizer;rammer;11.5
france:F01_RenaultFT;;;;100
france:F02_D1;ventilation;;;30.13
france:F02_D1;healthReserve;;;28.56
france:F02_D1;stereoscope;;;19.09
france:F03_D2;ventilation;turbocharger;;14.79
france:F03_D2;healthReserve;ventilation;;12.77
france:F03_D2;ventilation;enhancedAimDrives;;12.47
france:F04_B1;ventilation;turbocharger;healthReserve;23.49
france:F04_B1;ventilation;healthReserve;enhancedAimDrives;15.41
france:F04_B1;ventilation;healthReserve;coatedOptics;8.44
france:F05_BDR_G1B;healthReserve;rammer;ventilation;11.79
france:F05_BDR_G1B;ventilation;enhancedAimDrives;rammer;10.45
france:F05_BDR_G1B;ventilation;rammer;coatedOptics;8.95
france:F06_ARL_44;healthReserve;rammer;ventilation;14.82
france:F06_ARL_44;ventilation;enhancedAimDrives;rammer;12.6
france:F06_ARL_44;ventilation;rammer;coatedOptics;7.81
france:F07_AMX_M4_1945;healthReserve;rammer;ventilation;16.61
france:F07_AMX_M4_1945;ventilation;enhancedAimDrives;rammer;11.31
france:F07_AMX_M4_1945;healthReserve;turbocharger;rammer;10.02
france:F08_AMX_50_100;ventilation;aimingStabilizer;enhancedAimDrives;15.05
france:F08_AMX_50_100;ventilation;improvedSights;aimingStabilizer;10.06
france:F08_AMX_50_100;healthReserve;aimingStabilizer;ventilation;8.11
france:F09_AMX_50_120;ventilation;aimingStabilizer;enhancedAimDrives;11.6
france:F09_AMX_50_120;ventilation;improvedSights;aimingStabilizer;11.19
france:F09_AMX_50_120;healthReserve;aimingStabilizer;ventilation;10.85
france:F100_Panhard_EBR_90;commandersView;additInvisibilityDevice;coatedOptics;26.56
france:F100_Panhard_EBR_90;commandersView;ventilation;coatedOptics;19.89
france:F100_Panhard_EBR_90;coatedOptics;additInvisibilityDevice;ventilation;6.99
france:F106_Panhard_EBR_75_Mle1954;commandersView;ventilation;coatedOptics;30.12
france:F106_Panhard_EBR_75_Mle1954;coatedOptics;aimingStabilizer;ventilation;19.72
france:F106_Panhard_EBR_75_Mle1954;commandersView;additInvisibilityDevice;coatedOptics;19.32
france:F107_Hotchkiss_EBR;coatedOptics;additInvisibilityDevice;ventilation;31.89
france:F107_Hotchkiss_EBR;coatedOptics;rammer;ventilation;11.02
france:F107_Hotchkiss_EBR;coatedOptics;ventilation;camouflageNet;8.27
france:F108_Panhard_EBR_105;commandersView;additInvisibilityDevice;coatedOptics;38.68
france:F108_Panhard_EBR_105;commandersView;coatedOptics;ventilation;20.27
france:F108_Panhard_EBR_105;coatedOptics;rammer;ventilation;8.63
france:F109_AMD_Panhard_178B;coatedOptics;additInvisibilityDevice;ventilation;26.21
france:F109_AMD_Panhard_178B;coatedOptics;rammer;ventilation;10.84
france:F109_AMD_Panhard_178B;coatedOptics;ventilation;camouflageNet;9.11
france:F10_AMX_50B;healthReserve;aimingStabilizer;ventilation;19.12
france:F10_AMX_50B;ventilation;aimingStabilizer;enhancedAimDrives;13.14
france:F10_AMX_50B;ventilation;improvedSights;aimingStabilizer;10.38
france:F110_Lynx_6x6;commandersView;ventilation;coatedOptics;21.69
france:F110_Lynx_6x6;commandersView;additInvisibilityDevice;coatedOptics;18.1
france:F110_Lynx_6x6;coatedOptics;rammer;ventilation;9.42
france:F111_AM39_Gendron_Somua;ventilation;;;52.85
france:F111_AM39_Gendron_Somua;coatedOptics;;;21.42
france:F111_AM39_Gendron_Somua;healthReserve;;;11.73
france:F112_M10_RBFM;rammer;camouflageNet;stereoscope;29.5
france:F112_M10_RBFM;rammer;enhancedAimDrives;camouflageNet;4.74
france:F112_M10_RBFM;rotationMechanism;rammer;coatedOptics;4.23
france:F113_Bretagne_Panther;ventilation;rammer;coatedOptics;30.64
france:F113_Bretagne_Panther;ventilation;enhancedAimDrives;rammer;8.96
france:F113_Bretagne_Panther;turbocharger;rammer;ventilation;5.86
france:F114_Projet_4_1;ventilation;aimingStabilizer;coatedOptics;19.48
france:F114_Projet_4_1;ventilation;improvedSights;aimingStabilizer;7.86
france:F114_Projet_4_1;ventilation;enhancedAimDrives;coatedOptics;3.43
france:F115_Lorraine_50t;ventilation;aimingStabilizer;rammer;15.21
france:F115_Lorraine_50t;healthReserve;rammer;ventilation;14.08
france:F115_Lorraine_50t;ventilation;enhancedAimDrives;rammer;10.53
france:F116_Bat_Chatillon_Bourrasque;ventilation;improvedSights;aimingStabilizer;20.83
france:F116_Bat_Chatillon_Bourrasque;ventilation;aimingStabilizer;coatedOptics;15.88
france:F116_Bat_Chatillon_Bourrasque;rotationMechanism;aimingStabilizer;ventilation;8.63
france:F116_Bat_Chatillon_Bourrasque_DV;ventilation;improvedSights;aimingStabilizer;18.5
france:F116_Bat_Chatillon_Bourrasque_DV;ventilation;aimingStabilizer;coatedOptics;16.22
france:F116_Bat_Chatillon_Bourrasque_DV;additInvisibilityDevice;commandersView;coatedOptics;8.14
france:F117_Alt_Proto_AMX_30;ventilation;aimingStabilizer;rammer;36.94
france:F117_Alt_Proto_AMX_30;ventilation;rammer;coatedOptics;7.14
france:F117_Alt_Proto_AMX_30;rammer;aimingStabilizer;coatedOptics;6.29
france:F118_Char_Mle_75;commandersView;additInvisibilityDevice;coatedOptics;26.89
france:F118_Char_Mle_75;coatedOptics;aimingStabilizer;ventilation;9.76
france:F118_Char_Mle_75;commandersView;ventilation;coatedOptics;8.89
france:F11_Renault_G1R;ventilation;coatedOptics;rammer;20.04
france:F11_Renault_G1R;ventilation;enhancedAimDrives;rammer;9.44
france:F11_Renault_G1R;ventilation;improvedSights;rammer;4.53
france:F124_AMX_13FL11;ventilation;additInvisibilityDevice;coatedOptics;15.23
france:F124_AMX_13FL11;ventilation;rammer;coatedOptics;8.15
france:F124_AMX_13FL11;ventilation;camouflageNet;stereoscope;7.82
france:F129_ARL_44_BPXIV;ventilation;enhancedAimDrives;rammer;17.5
france:F129_ARL_44_BPXIV;healthReserve;rammer;ventilation;14.53
france:F129_ARL_44_BPXIV;healthReserve;enhancedAimDrives;rammer;7.72
france:F12_Hotchkiss_H35;healthReserve;;;33.1
france:F12_Hotchkiss_H35;ventilation;;;30.95
france:F12_Hotchkiss_H35;turbocharger;;;15.98
france:F13_AMX38;enhancedAimDrives;healthReserve;;15.56
france:F13_AMX38;coatedOptics;healthReserve;;12.8
france:F13_AMX38;healthReserve;ventilation;;10.05
france:F14_AMX40;healthReserve;turbocharger;ventilation;13.63
france:F14_AMX40;ventilation;healthReserve;enhancedAimDrives;7.04
france:F14_AMX40;ventilation;turbocharger;coatedOptics;6.68
france:F15_AMX_12t;coatedOptics;additInvisibilityDevice;ventilation;22.95
france:F15_AMX_12t;stereoscope;ventilation;camouflageNet;8.28
france:F15_AMX_12t;coatedOptics;aimingStabilizer;ventilation;7.41
france:F16_AMX_13_75;coatedOptics;additInvisibilityDevice;ventilation;29.51
france:F16_AMX_13_75;stereoscope;ventilation;camouflageNet;6.74
france:F16_AMX_13_75;coatedOptics;camouflageNet;stereoscope;4.86
france:F17_AMX_13_90;commandersView;additInvisibilityDevice;coatedOptics;31.57
france:F17_AMX_13_90;commandersView;ventilation;coatedOptics;8.6
france:F17_AMX_13_90;stereoscope;ventilation;camouflageNet;4.97
france:F18_Bat_Chatillon25t;ventilation;aimingStabilizer;coatedOptics;17.57
france:F18_Bat_Chatillon25t;ventilation;improvedSights;aimingStabilizer;16.78
france:F18_Bat_Chatillon25t;ventilation;aimingStabilizer;enhancedAimDrives;6.78
france:F19_Lorraine40t;ventilation;improvedSights;aimingStabilizer;12.77
france:F19_Lorraine40t;ventilation;aimingStabilizer;coatedOptics;12.13
france:F19_Lorraine40t;ventilation;aimingStabilizer;enhancedAimDrives;9.43
france:F20_RenaultBS;enhancedAimDrives;;;44.93
france:F20_RenaultBS;ventilation;;;21.45
france:F20_RenaultBS;camouflageNet;;;11.36
france:F21_Lorraine39_L_AM;enhancedAimDrives;turbocharger;;33.03
france:F21_Lorraine39_L_AM;enhancedAimDrives;camouflageNet;;28.87
france:F21_Lorraine39_L_AM;enhancedAimDrives;stereoscope;;13.67
france:F22_AMX_105AM;rammer;enhancedAimDrives;camouflageNet;34.62
france:F22_AMX_105AM;rammer;rotationMechanism;enhancedAimDrives;33.22
france:F22_AMX_105AM;rammer;turbocharger;enhancedAimDrives;4.42
france:F23_AMX_13F3AM;rammer;rotationMechanism;enhancedAimDrives;37.69
france:F23_AMX_13F3AM;rammer;enhancedAimDrives;camouflageNet;37.55
france:F23_AMX_13F3AM;rammer;turbocharger;enhancedAimDrives;4.66
france:F24_Lorraine155_50;rammer;enhancedAimDrives;camouflageNet;46.68
france:F24_Lorraine155_50;rammer;rotationMechanism;enhancedAimDrives;30.14
france:F24_Lorraine155_50;rammer;turbocharger;enhancedAimDrives;3.95
france:F25_Lorraine155_51;rammer;enhancedAimDrives;camouflageNet;43.63
france:F25_Lorraine155_51;rammer;rotationMechanism;enhancedAimDrives;32.6
france:F25_Lorraine155_51;rammer;turbocharger;enhancedAimDrives;7.26
france:F27_FCM_36Pak40;stereoscope;camouflageNet;;37.06
france:F27_FCM_36Pak40;stereoscope;turbocharger;;10.28
